id,full_name,description,owner_type,owner_url,owner_html_url,html_url,url,fork,created_at,updated_at,size,stargazers_count,language,has_issues,has_wiki,forks_count,forks,open_issues,watchers,timestamp_extract,commits,contributors
198288124,odufrn/odufrn-downloader,Pacote para baixar os dados do portal de dados abertos da UFRN,Organization,https://api.github.com/users/odufrn,https://github.com/odufrn,https://github.com/odufrn/odufrn-downloader,https://api.github.com/repos/odufrn/odufrn-downloader,False,2019-07-22T19:19:52Z,2019-09-16T11:09:21Z,5053,17,Python,True,True,0,0,14,17,1568657513,213.0,4.0
88648214,npi-ufc-qxd/dados-abertos,,Organization,https://api.github.com/users/npi-ufc-qxd,https://github.com/npi-ufc-qxd,https://github.com/npi-ufc-qxd/dados-abertos,https://api.github.com/repos/npi-ufc-qxd/dados-abertos,False,2017-04-18T16:42:23Z,2018-11-03T12:50:36Z,11461,16,Jupyter Notebook,True,True,1,1,10,16,1568657513,118.0,
76583197,thefonseca/jogo-politico,Análise de posicionamento político utilizando a API de Dados Abertos da Câmara dos Deputados,User,https://api.github.com/users/thefonseca,https://github.com/thefonseca,https://github.com/thefonseca/jogo-politico,https://api.github.com/repos/thefonseca/jogo-politico,False,2016-12-15T17:59:46Z,2018-10-03T00:00:26Z,4240,15,Jupyter Notebook,True,True,7,7,0,15,1568657513,29.0,1.0
19895876,inepdadosabertos/api,API de dados abertos para o INEP,Organization,https://api.github.com/users/inepdadosabertos,https://github.com/inepdadosabertos,https://github.com/inepdadosabertos/api,https://api.github.com/repos/inepdadosabertos/api,False,2014-05-17T20:45:05Z,2019-05-31T17:57:22Z,15704,14,,True,True,4,4,2,14,1568657513,29.0,2
130277780,sigalei/api-camara-graphql,Uma implementação da API do portal de dados abertos utilizando GraphQL,Organization,https://api.github.com/users/sigalei,https://github.com/sigalei,https://github.com/sigalei/api-camara-graphql,https://api.github.com/repos/sigalei/api-camara-graphql,False,2018-04-19T22:09:36Z,2019-04-20T08:48:14Z,32,14,JavaScript,True,True,2,2,8,14,1568657513,13.0,
87917509,zezente/opendata_aig_brazil,"Repositório com dados abertos sobre ocorrências aeronáuticas da aviação civil brasileira. Os dados extraídos já estão limpos e prontos para análises, no formato texto/cvs, separado por ~ (til).",User,https://api.github.com/users/zezente,https://github.com/zezente,https://github.com/zezente/opendata_aig_brazil,https://api.github.com/repos/zezente/opendata_aig_brazil,False,2017-04-11T09:48:07Z,2019-07-05T20:05:51Z,20813,14,R,True,True,4,4,0,14,1568657513,212.0,3.0
74465492,dadosgovbr/ckanext-dadosgovbr,Plugin / Tema do Portal Brasileiro de Dados Abertos do Governo Federal,Organization,https://api.github.com/users/dadosgovbr,https://github.com/dadosgovbr,https://github.com/dadosgovbr/ckanext-dadosgovbr,https://api.github.com/repos/dadosgovbr/ckanext-dadosgovbr,False,2016-11-22T11:22:49Z,2019-06-05T18:18:52Z,5061,13,HTML,True,True,5,5,1,13,1568657513,159.0,4
138589072,dadosabertosrn/DadosAbertosRN,Esse é um repositório oficial do grupo Dados Abertos .RN,Organization,https://api.github.com/users/dadosabertosrn,https://github.com/dadosabertosrn,https://github.com/dadosabertosrn/DadosAbertosRN,https://api.github.com/repos/dadosabertosrn/DadosAbertosRN,False,2018-06-25T12:00:14Z,2019-08-22T00:42:04Z,50,13,,True,True,0,0,0,13,1568657513,48.0,
176505271,augusto-herrmann/transparencia-dados-abertos-brasil,"A survey of Brazilian states' and municipalities' transparency and open data portals, obtained from several public data sources. Levantamento de portais estaduais e municipais de transparência e dados abertos, obtido a partir de diversas fontes de dados públicos.",User,https://api.github.com/users/augusto-herrmann,https://github.com/augusto-herrmann,https://github.com/augusto-herrmann/transparencia-dados-abertos-brasil,https://api.github.com/repos/augusto-herrmann/transparencia-dados-abertos-brasil,False,2019-03-19T12:17:35Z,2019-09-02T19:47:30Z,156,13,Python,True,True,1,1,5,13,1568657513,38.0,1.0
75962670,paulozip/acidentes-aereos,Um estudo de Data Science sobre acidentes aéreos no Brasil nos últimos 10 anos utilizando dados abertos do CENIPA,User,https://api.github.com/users/paulozip,https://github.com/paulozip,https://github.com/paulozip/acidentes-aereos,https://api.github.com/repos/paulozip/acidentes-aereos,False,2016-12-08T18:07:35Z,2019-06-10T01:31:34Z,2832,12,HTML,True,True,7,7,0,12,1568657513,9.0,
51756796,codigourbano/ocorrencias-transito-pmsp,Dados abertos sobre ocorrências de trânsito na cidade de São Paulo,Organization,https://api.github.com/users/codigourbano,https://github.com/codigourbano,https://github.com/codigourbano/ocorrencias-transito-pmsp,https://api.github.com/repos/codigourbano/ocorrencias-transito-pmsp,False,2016-02-15T13:20:17Z,2019-04-30T03:37:10Z,55097,12,,True,False,3,3,0,12,1568657513,22.0,1.0
21168969,labhackercd/dados-abertos-2.0,"Projeto piloto para experimentar, testar e desenvolver processo, tecnologias, ferramentas, documentação e governança para fornecimento de dados abertos pela Câmara dos Deputados.",Organization,https://api.github.com/users/labhackercd,https://github.com/labhackercd,https://github.com/labhackercd/dados-abertos-2.0,https://api.github.com/repos/labhackercd/dados-abertos-2.0,False,2014-06-24T15:00:27Z,2018-05-17T14:02:04Z,23280,12,JavaScript,True,True,1,1,6,12,1568657513,6.0,
54055488,dadosgovbr/api-siconv,Código da API de dados abertos do Sistema de Gestão de Convênios e Contratos de Repasse (Siconv).,Organization,https://api.github.com/users/dadosgovbr,https://github.com/dadosgovbr,https://github.com/dadosgovbr/api-siconv,https://api.github.com/repos/dadosgovbr/api-siconv,False,2016-03-16T18:10:03Z,2018-10-11T23:42:33Z,6061,10,Python,True,True,7,7,0,10,1568657513,3.0,
81477396,transparenciahackday/dadosabertos.pt,O recurso para saber tudo sobre dados abertos em Portugal,Organization,https://api.github.com/users/transparenciahackday,https://github.com/transparenciahackday,https://github.com/transparenciahackday/dadosabertos.pt,https://api.github.com/repos/transparenciahackday/dadosabertos.pt,False,2017-02-09T17:43:49Z,2019-08-09T16:58:04Z,561,9,PHP,True,True,5,5,8,9,1568657513,115.0,7.0
168520117,edumagol/Analise-Mapemaneto-Risco-Barragems-Brasil,"Projeto open source com objetivo principal de identificar os potenciais riscos das barragens. Foram criados mapas dinâmicos baseados em dados abertos, e aqui nesse documento, estamos disponibilizando nossas descobertas e os códigos que foram criados para essas análises, acreditamos que compartilhar essa construção/código pode estimular e acelerar outras iniciativas do mesmo tipo ao redor do Brasil.",User,https://api.github.com/users/edumagol,https://github.com/edumagol,https://github.com/edumagol/Analise-Mapemaneto-Risco-Barragems-Brasil,https://api.github.com/repos/edumagol/Analise-Mapemaneto-Risco-Barragems-Brasil,False,2019-01-31T12:17:16Z,2019-03-08T14:04:44Z,10007,9,Jupyter Notebook,True,True,2,2,1,9,1568657513,25.0,2.0
121815293,abevieiramota/dataset-cnpj,Script para formatar em CSV os dados disponibilizados em http://idg.receita.fazenda.gov.br/orientacao/tributaria/cadastros/cadastro-nacional-de-pessoas-juridicas-cnpj/dados-abertos-do-cnpj,User,https://api.github.com/users/abevieiramota,https://github.com/abevieiramota,https://github.com/abevieiramota/dataset-cnpj,https://api.github.com/repos/abevieiramota/dataset-cnpj,False,2018-02-17T00:28:38Z,2019-05-14T19:25:03Z,183043,8,Python,True,True,2,2,2,8,1568657513,17.0,
150970023,ffknob/dados-abertos-elk,Uma tentativa de facilitação da utilização de dados abertos através do uso da  Elastic Stack.,User,https://api.github.com/users/ffknob,https://github.com/ffknob,https://github.com/ffknob/dados-abertos-elk,https://api.github.com/repos/ffknob/dados-abertos-elk,False,2018-09-30T13:32:55Z,2019-07-12T00:16:48Z,484,8,Shell,True,True,0,0,0,8,1568657513,49.0,
175814914,andreloc/open-data-assembleia-legislativa-ce,"Nesse projeto é realizado a raspagem, limpeza e análise dos dados da Assembléia Legislativa do Estado do Ceará visando extrair informações sobre o uso de verbas públicas pelos parlamentares no estado do Ceará. Os dados são obtidos da página de dados abertos da assembleia legislativa nesse link: https://www.al.ce.gov.br/index.php/transparencia/verba-de-desempenho-parlamentar.",User,https://api.github.com/users/andreloc,https://github.com/andreloc,https://github.com/andreloc/open-data-assembleia-legislativa-ce,https://api.github.com/repos/andreloc/open-data-assembleia-legislativa-ce,False,2019-03-15T12:19:47Z,2019-03-26T16:35:26Z,2491,8,HTML,True,True,0,0,0,8,1568657513,35.0,
129520407,centraldedados/parlamento,🏛🇵🇹 Dados Abertos da Assembleia da República,Organization,https://api.github.com/users/centraldedados,https://github.com/centraldedados,https://github.com/centraldedados/parlamento,https://api.github.com/repos/centraldedados/parlamento,False,2018-04-14T13:39:42Z,2019-08-18T14:47:00Z,555527,6,Python,True,True,3,3,3,6,1568657513,287.0,
75187872,sjcdigital/Dados-Abertos-SJC,Coleção de diversos dados raspados dos portais de transparência em formatos legíveis por máquina,Organization,https://api.github.com/users/sjcdigital,https://github.com/sjcdigital,https://github.com/sjcdigital/Dados-Abertos-SJC,https://api.github.com/repos/sjcdigital/Dados-Abertos-SJC,False,2016-11-30T13:08:58Z,2018-09-14T18:51:19Z,51,6,,True,True,0,0,2,6,1568657513,4.0,
185189954,campagnucci/dados-abertos-gov-br,Tratamento e análise de dados abertos do Governo Federal do Brasil,User,https://api.github.com/users/campagnucci,https://github.com/campagnucci,https://github.com/campagnucci/dados-abertos-gov-br,https://api.github.com/repos/campagnucci/dados-abertos-gov-br,False,2019-05-06T12:13:20Z,2019-08-23T11:29:19Z,481,6,Jupyter Notebook,True,True,0,0,0,6,1568657514,7.0,
128829209,danielmbicalho/Dados_repositorios_e_ferramentas,"Com este pequeno projeto pretendemos coletar repositórios de dados abertos, ferramentas e técnicas para trabalhar com análise de dados",User,https://api.github.com/users/danielmbicalho,https://github.com/danielmbicalho,https://github.com/danielmbicalho/Dados_repositorios_e_ferramentas,https://api.github.com/repos/danielmbicalho/Dados_repositorios_e_ferramentas,False,2018-04-09T20:22:00Z,2018-11-20T13:50:07Z,20,5,,True,True,9,9,0,5,1568657514,7.0,
13966611,luisleao/oicamara,"Hackathon da Câmara em 29/10/2013 - Aplicativo acessível para informações da Câmara Federal, com reconhecimento de voz e dados abertos",User,https://api.github.com/users/luisleao,https://github.com/luisleao,https://github.com/luisleao/oicamara,https://api.github.com/repos/luisleao/oicamara,False,2013-10-29T19:44:02Z,2018-12-08T22:39:04Z,2880,5,JavaScript,True,True,5,5,0,5,1568657514,27.0,1
111123473,anaschwendler/workshop-bahia,I Workshop de Dados Abertos,User,https://api.github.com/users/anaschwendler,https://github.com/anaschwendler,https://github.com/anaschwendler/workshop-bahia,https://api.github.com/repos/anaschwendler/workshop-bahia,False,2017-11-17T16:07:41Z,2019-07-09T14:01:32Z,253,5,HTML,True,True,1,1,0,5,1568657514,8.0,
101760594,code-for-joinville/joinville-opendata.github.io,Site da comunidade de Dados Abertos de Joinville,Organization,https://api.github.com/users/code-for-joinville,https://github.com/code-for-joinville,https://github.com/code-for-joinville/joinville-opendata.github.io,https://api.github.com/repos/code-for-joinville/joinville-opendata.github.io,False,2017-08-29T12:49:24Z,2018-11-10T19:07:16Z,52,5,HTML,True,True,1,1,0,5,1568657514,7.0,
33840423,kerollaine/eaicongresso,Portal facilitador de acesso a dados governamentais abertos ,User,https://api.github.com/users/kerollaine,https://github.com/kerollaine,https://github.com/kerollaine/eaicongresso,https://api.github.com/repos/kerollaine/eaicongresso,False,2015-04-13T00:52:39Z,2018-10-03T00:41:13Z,16753,5,HTML,True,True,0,0,0,5,1568657514,19.0,
813115,tcm-ceara/apilayer,Aplicativo que facilita a criação de api de Dados Abertos,User,https://api.github.com/users/tcm-ceara,https://github.com/tcm-ceara,https://github.com/tcm-ceara/apilayer,https://api.github.com/repos/tcm-ceara/apilayer,False,2010-08-02T20:29:14Z,2014-01-01T21:29:58Z,7724,5,PHP,True,True,0,0,0,5,1568657514,1.0,
170779816,Vnicius/dados-pb,Scripts para realizar o download dos dados abertos do estado da Paraíba disponíveis em https://dados.pb.gov.br/,User,https://api.github.com/users/Vnicius,https://github.com/Vnicius,https://github.com/Vnicius/dados-pb,https://api.github.com/repos/Vnicius/dados-pb,False,2019-02-15T00:53:53Z,2019-09-06T01:49:12Z,86,5,Python,True,True,0,0,0,5,1568657514,66.0,
14311987,juliohenriquerocha/cidade-mapeada-lsi,Aplicativo participante do 2º Encontro Nacional de Dados Abertos. Desenvolvido pelo Laboratório de Sistema de Informação (LSI/SINBAD),User,https://api.github.com/users/juliohenriquerocha,https://github.com/juliohenriquerocha,https://github.com/juliohenriquerocha/cidade-mapeada-lsi,https://api.github.com/repos/juliohenriquerocha/cidade-mapeada-lsi,False,2013-11-11T20:14:18Z,2018-04-10T17:35:42Z,516,5,CSS,True,True,1,1,1,5,1568657514,28.0,
73896811,Dayof/OpenData_BolsaFamilia,Projeto final da matéria Banco de Dados da UnB. O projeto coleta dados abertos sobre o bolsa família e realiza CRUD e algumas outras operações sobre os dados de um determinado mês/ano.,User,https://api.github.com/users/Dayof,https://github.com/Dayof,https://github.com/Dayof/OpenData_BolsaFamilia,https://api.github.com/repos/Dayof/OpenData_BolsaFamilia,False,2016-11-16T07:53:42Z,2018-06-04T22:33:58Z,4359,5,Python,True,True,0,0,0,5,1568657514,94.0,
154009338,pyladiespb-org/minicurso-analise-descritiva-dados-abertos,Curso de análise descritiva com dados abertos e Python. Vamos mostrar como responder perguntas a partir da pesquisa e análise de dados estruturados disponíveis na WEB,Organization,https://api.github.com/users/pyladiespb-org,https://github.com/pyladiespb-org,https://github.com/pyladiespb-org/minicurso-analise-descritiva-dados-abertos,https://api.github.com/repos/pyladiespb-org/minicurso-analise-descritiva-dados-abertos,False,2018-10-21T13:07:27Z,2019-04-11T22:57:13Z,786,4,Jupyter Notebook,True,True,4,4,0,4,1568657514,34.0,
135935271,isweluiz/verba_indenizatoria__cldf,Análise de dados sobre dados abertos referente a verba indenizatória dos deputados da CLDF,User,https://api.github.com/users/isweluiz,https://github.com/isweluiz,https://github.com/isweluiz/verba_indenizatoria__cldf,https://api.github.com/repos/isweluiz/verba_indenizatoria__cldf,False,2018-06-03T19:47:24Z,2019-02-28T16:23:43Z,1878,4,Jupyter Notebook,True,True,1,1,0,4,1568657514,10.0,
165857850,FABdadosabertos/CENIPA,Repositório de Dados Abertos disponibilizados pelo Centro de Investigação e Prevenção de Acidentes Aeronáuticos (CENIPA),Organization,https://api.github.com/users/FABdadosabertos,https://github.com/FABdadosabertos,https://github.com/FABdadosabertos/CENIPA,https://api.github.com/repos/FABdadosabertos/CENIPA,False,2019-01-15T13:42:20Z,2019-09-14T14:57:17Z,2134,4,,True,True,1,1,0,4,1568657514,20.0,
56625707,mapaslivres/zonas-eleitorais,Dados sobre zonas eleitorais brasileiras em formato aberto,Organization,https://api.github.com/users/mapaslivres,https://github.com/mapaslivres,https://github.com/mapaslivres/zonas-eleitorais,https://api.github.com/repos/mapaslivres/zonas-eleitorais,False,2016-04-19T19:28:33Z,2018-12-01T23:22:53Z,12762,4,,True,True,1,1,2,4,1568657514,11.0,
58408803,sergioamorim/lattes_mining,Extrator de dados do Lattes para a disciplina Dados Abertos Conectados - IC/UFAL 2015.2,User,https://api.github.com/users/sergioamorim,https://github.com/sergioamorim,https://github.com/sergioamorim/lattes_mining,https://api.github.com/repos/sergioamorim/lattes_mining,False,2016-05-09T21:15:57Z,2019-04-06T01:11:45Z,28543,3,Python,True,True,5,5,0,3,1568657514,43.0,
23047939,okfn-brasil/gastos_abertos_dados,Repositório dos dados em estado bruto utilizados no projeto Gastos Abertos,Organization,https://api.github.com/users/okfn-brasil,https://github.com/okfn-brasil,https://github.com/okfn-brasil/gastos_abertos_dados,https://api.github.com/repos/okfn-brasil/gastos_abertos_dados,False,2014-08-17T19:01:09Z,2017-11-20T12:43:11Z,110967,3,Jupyter Notebook,True,True,2,2,1,3,1568657514,66.0,
136625646,planejamentoGovBr/PDA-institucional-MP,Repositório versionado do Plano de Dados Abertos do Ministério do Planejamento,Organization,https://api.github.com/users/planejamentoGovBr,https://github.com/planejamentoGovBr,https://github.com/planejamentoGovBr/PDA-institucional-MP,https://api.github.com/repos/planejamentoGovBr/PDA-institucional-MP,False,2018-06-08T13:55:24Z,2018-10-15T14:05:45Z,3668,3,CSS,False,False,3,3,0,3,1568657514,915.0,
11057740,acvilarim/politicAPI,API voltada para dados abertos da politica,User,https://api.github.com/users/acvilarim,https://github.com/acvilarim,https://github.com/acvilarim/politicAPI,https://api.github.com/repos/acvilarim/politicAPI,False,2013-06-29T18:59:11Z,2018-10-03T12:44:30Z,1228,3,JavaScript,True,True,0,0,8,3,1568657514,15.0,
138945801,ReciHub/Dados-Abertos-Recife,Repositório com os Dados abertos da cidade do Recife - Pernambuco - Brasil :brazil:,Organization,https://api.github.com/users/ReciHub,https://github.com/ReciHub,https://github.com/ReciHub/Dados-Abertos-Recife,https://api.github.com/repos/ReciHub/Dados-Abertos-Recife,False,2018-06-28T00:11:27Z,2019-04-02T02:33:01Z,1752,3,,True,True,1,1,0,3,1568657514,12.0,
155714466,kheronn/transparencia-pr,Projeto em Angular 7 e Rest Api com Dados Abertos,User,https://api.github.com/users/kheronn,https://github.com/kheronn,https://github.com/kheronn/transparencia-pr,https://api.github.com/repos/kheronn/transparencia-pr,False,2018-11-01T12:52:06Z,2018-11-23T12:30:14Z,427,3,TypeScript,True,True,2,2,0,3,1568657514,11.0,1
110362272,geovannyAvelar/Dados-Abertos-Campeonato-Brasileiro,Dados das partidas do Campeonato Brasileiro de Futebol da Série A desde 2003,User,https://api.github.com/users/geovannyAvelar,https://github.com/geovannyAvelar,https://github.com/geovannyAvelar/Dados-Abertos-Campeonato-Brasileiro,https://api.github.com/repos/geovannyAvelar/Dados-Abertos-Campeonato-Brasileiro,False,2017-11-11T16:45:58Z,2019-08-12T21:25:14Z,361,3,,True,False,0,0,0,3,1568657514,9.0,
200083985,nymarya/prf_api,Pacote para baixar os dados do portal de dados abertos da Polícia Rodoviária Federal,User,https://api.github.com/users/nymarya,https://github.com/nymarya,https://github.com/nymarya/prf_api,https://api.github.com/repos/nymarya/prf_api,False,2019-08-01T16:23:48Z,2019-09-06T17:17:00Z,89,3,Python,True,True,0,0,2,3,1568657514,55.0,1
70362990,GETIPUSP/dadosabertosnasaude,Repositório de dados abertos na saúde brasileira. Foco para a área de oncologia.,Organization,https://api.github.com/users/GETIPUSP,https://github.com/GETIPUSP,https://github.com/GETIPUSP/dadosabertosnasaude,https://api.github.com/repos/GETIPUSP/dadosabertosnasaude,False,2016-10-08T23:27:32Z,2018-11-19T19:45:29Z,19,3,,True,True,1,1,0,3,1568657514,14.0,
47273197,CodeForCuritiba/dadosabertos_prefs,Espaço para fazer e seguir os pedidos de Dados Abertos com a prefeitura,Organization,https://api.github.com/users/CodeForCuritiba,https://github.com/CodeForCuritiba,https://github.com/CodeForCuritiba/dadosabertos_prefs,https://api.github.com/repos/CodeForCuritiba/dadosabertos_prefs,False,2015-12-02T16:21:37Z,2018-12-20T17:00:19Z,0,3,,True,True,0,0,9,3,1568657514,2.0,
63019024,peterleiva/CNES-API,API para empacotar os dados abertos do governo referente ao CNES (DATASUS). Prove dados de estabelecimentos de saúde,User,https://api.github.com/users/peterleiva,https://github.com/peterleiva,https://github.com/peterleiva/CNES-API,https://api.github.com/repos/peterleiva/CNES-API,False,2016-07-10T21:22:46Z,2019-09-07T03:58:17Z,17040,3,Ruby,True,True,1,1,0,3,1568657514,28.0,
159856416,alvarofpp/analise-ufrn-python-day-2018,Minicurso de analise dos dados abertos da UFRN ministrado no Python Day 2018 em Natal-RN,User,https://api.github.com/users/alvarofpp,https://github.com/alvarofpp,https://github.com/alvarofpp/analise-ufrn-python-day-2018,https://api.github.com/repos/alvarofpp/analise-ufrn-python-day-2018,False,2018-11-30T17:24:13Z,2019-04-27T16:46:14Z,28837,3,Jupyter Notebook,True,True,0,0,0,3,1568657514,17.0,
104599042,marceloandriolli/informacao-salva,Analise de dados aberto sobre suicídio no Brasil,User,https://api.github.com/users/marceloandriolli,https://github.com/marceloandriolli,https://github.com/marceloandriolli/informacao-salva,https://api.github.com/repos/marceloandriolli/informacao-salva,False,2017-09-23T21:05:24Z,2018-10-31T21:08:09Z,318,3,Jupyter Notebook,True,True,2,2,0,3,1568657514,4.0,
155744537,djalmaaraujo/dadosabertos-cnpj-converter,"Script para converter dados abertos de CNPJ em formato de SQL ou CSV. Captura o Nome da Empresa, CNPJ e Estado.",User,https://api.github.com/users/djalmaaraujo,https://github.com/djalmaaraujo,https://github.com/djalmaaraujo/dadosabertos-cnpj-converter,https://api.github.com/repos/djalmaaraujo/dadosabertos-cnpj-converter,False,2018-11-01T16:34:21Z,2019-02-05T12:23:21Z,4,3,JavaScript,True,True,0,0,0,3,1568657514,6.0,
7232603,mateusgrb/app-procon,Repositório do aplicativo desenvolvido para o primeiro Concurso de Aplicativos para Dados Abertos (Ministério da Justiça/W3C),User,https://api.github.com/users/mateusgrb,https://github.com/mateusgrb,https://github.com/mateusgrb/app-procon,https://api.github.com/repos/mateusgrb/app-procon,False,2012-12-19T00:18:41Z,2013-11-11T02:47:33Z,18340,3,Python,True,True,0,0,0,3,1568657514,82.0,
24081401,nucleo-digital/sp-mapas,Gosta de dados abertos? Aqui você vai encontrar várias camadas disponibilizadas pela Prefeitura de São Paulo no formato GeoJSON,Organization,https://api.github.com/users/nucleo-digital,https://github.com/nucleo-digital,https://github.com/nucleo-digital/sp-mapas,https://api.github.com/repos/nucleo-digital/sp-mapas,False,2014-09-16T01:55:15Z,2019-05-09T22:26:02Z,21526,3,JavaScript,True,True,0,0,0,3,1568657514,87.0,
122152546,elciusferreira/propositions-analysis,Análise das proposições feitas até então que estão disponíveis como dados abertos no site da Câmara dos Deputados.,User,https://api.github.com/users/elciusferreira,https://github.com/elciusferreira,https://github.com/elciusferreira/propositions-analysis,https://api.github.com/repos/elciusferreira/propositions-analysis,False,2018-02-20T03:51:10Z,2018-11-12T00:56:21Z,10076,3,Jupyter Notebook,True,True,0,0,0,3,1568657516,10.0,
2968939,thiagorondon/Deputando,Rabiscos com os dados abertos da câmara,User,https://api.github.com/users/thiagorondon,https://github.com/thiagorondon,https://github.com/thiagorondon/Deputando,https://api.github.com/repos/thiagorondon/Deputando,False,2011-12-13T01:33:34Z,2018-06-06T12:44:40Z,790,2,JavaScript,True,True,2,2,1,2,1568657516,6.0,
4306387,nilzao/cmspwiki,Bot para publicar dados abertos disponibilizados pela camara de São Paulo.,User,https://api.github.com/users/nilzao,https://github.com/nilzao,https://github.com/nilzao/cmspwiki,https://api.github.com/repos/nilzao/cmspwiki,False,2012-05-12T12:36:24Z,2016-05-16T12:01:43Z,9273,2,PHP,True,True,3,3,0,2,1568657516,93.0,
89105279,culturagovbr/PDA-Sistema-MinC,Código fonte em Markdown do Plano de Dados Abertos do Ministério da Cultura e Órgãos Vinculados,Organization,https://api.github.com/users/culturagovbr,https://github.com/culturagovbr,https://github.com/culturagovbr/PDA-Sistema-MinC,https://api.github.com/repos/culturagovbr/PDA-Sistema-MinC,False,2017-04-22T23:28:38Z,2019-07-16T02:21:05Z,149,2,,True,True,2,2,4,2,1568657516,78.0,
90260901,febr-team/febr-package,Repositório Brasileiro Livre para Dados Abertos do Solo - pacote para R,Organization,https://api.github.com/users/febr-team,https://github.com/febr-team,https://github.com/febr-team/febr-package,https://api.github.com/repos/febr-team/febr-package,False,2017-05-04T12:32:58Z,2019-09-05T17:59:58Z,851,2,R,True,True,2,2,1,2,1568657516,334.0,1
